obsnme,obsval,weight,obgnme
mw10_2871,0.0,0.0,pconc
mw10_2872,0.0,0.0,pconc
mw10_2873,0.0,0.0,pconc
mw10_2874,0.0,0.0,pconc
mw10_2875,0.0,0.0,pconc
mw10_2876,0.0,0.0,pconc
mw10_2877,0.0,0.0,pconc
mw10_2878,0.0,0.0,pconc
mw10_2879,0.0,0.0,pconc
mw10_2880,0.0,0.0,pconc
mw10_2881,0.0,0.0,pconc
mw10_2882,0.0,0.0,pconc
mw10_2883,0.0,0.0,pconc
mw10_2884,0.0,0.0,pconc
mw10_2885,0.0,0.0,pconc
mw10_2886,0.0,0.0,pconc
mw10_2887,0.0,0.0,pconc
mw10_2888,0.0,0.0,pconc
mw10_2889,0.0,0.0,pconc
mw10_2890,0.0,0.0,pconc
mw10_2891,0.0,0.0,pconc
mw10_2892,0.0,0.0,pconc
mw10_2893,0.0,0.0,pconc
mw10_2894,0.0,0.0,pconc
mw10_2895,0.0,0.0,pconc
mw10_2896,1e-07,0.0,pconc
mw10_2897,1e-07,0.0,pconc
mw10_2898,1e-07,0.0,pconc
mw10_2899,1e-07,0.0,pconc
mw10_2900,2e-07,0.0,pconc
mw10_2901,2e-07,0.0,pconc
mw10_2902,2e-07,0.0,pconc
mw10_2903,3e-07,0.0,pconc
mw10_2904,4e-07,0.0,pconc
mw10_2905,5e-07,0.0,pconc
mw10_2906,6e-07,0.0,pconc
mw10_2907,7e-07,0.0,pconc
mw10_2908,9e-07,0.0,pconc
mw10_2909,1.1e-06,0.0,pconc
mw10_2910,1.4e-06,0.0,pconc
mw10_2911,1.7e-06,0.0,pconc
mw10_2912,2.1e-06,0.0,pconc
mw10_2913,2.5e-06,0.0,pconc
mw10_2914,3.1e-06,0.0,pconc
mw10_2915,3.8e-06,0.0,pconc
mw10_2916,4.6e-06,0.0,pconc
mw10_2917,5.5e-06,0.0,pconc
mw10_2918,6.6e-06,0.0,pconc
mw10_2919,8e-06,0.0,pconc
mw10_2920,9.6e-06,0.0,pconc
mw10_2921,1.15e-05,0.0,pconc
mw10_2922,1.38e-05,0.0,pconc
mw10_2923,1.64e-05,0.0,pconc
mw10_2924,1.95e-05,0.0,pconc
mw10_2925,2.31e-05,0.0,pconc
mw10_2926,2.74e-05,0.0,pconc
mw10_2927,3.23e-05,0.0,pconc
mw10_2928,3.81e-05,0.0,pconc
mw10_2929,4.48e-05,0.0,pconc
mw10_2930,5.26e-05,0.0,pconc
mw10_2931,6.15e-05,0.0,pconc
mw10_2932,7.18e-05,0.0,pconc
mw10_2933,8.37e-05,0.0,pconc
mw10_2934,9.74e-05,0.0,pconc
mw10_2935,0.000113,0.0,pconc
mw10_2936,0.0001308,0.0,pconc
mw10_2937,0.0001511,0.0,pconc
mw10_2938,0.0001742,0.0,pconc
mw10_2939,0.0002004,0.0,pconc
mw10_2940,0.00023,0.0,pconc
mw10_2941,0.0002635,0.0,pconc
mw10_2942,0.0003012,0.0,pconc
mw10_2943,0.0003436,0.0,pconc
mw10_2944,0.0003913,0.0,pconc
mw10_2945,0.0004446,0.0,pconc
mw10_2946,0.0005041,0.0,pconc
mw10_2947,0.0005706,0.0,pconc
mw10_2948,0.0006445,0.0,pconc
mw10_2949,0.0007266,0.0,pconc
mw10_2950,0.0008177,0.0,pconc
mw10_2951,0.0009185,0.0,pconc
mw10_2952,0.0010296,0.0,pconc
mw10_2953,0.0011521,0.0,pconc
mw10_2954,0.0012868,0.0,pconc
mw10_2955,0.0014347,0.0,pconc
mw10_2956,0.0015966,0.0,pconc
mw10_2957,0.0017732,0.0,pconc
mw10_2958,0.0019661,0.0,pconc
mw10_2959,0.0021764,0.0,pconc
mw10_2960,0.0024052,0.0,pconc
mw10_2961,0.0026536,0.0,pconc
mw10_2962,0.0029228,0.0,pconc
mw10_2963,0.0032142,0.0,pconc
mw10_2964,0.0035291,0.0,pconc
mw10_2965,0.0038689,0.0,pconc
mw10_2966,0.0042349,0.0,pconc
mw10_2967,0.0046287,0.0,pconc
mw10_2968,0.0050512,0.0,pconc
mw10_2969,0.0055028,0.0,pconc
mw10_2970,0.0059848,0.0,pconc
mw10_2971,0.0064988,0.0,pconc
mw10_2972,0.0070462,0.0,pconc
mw10_2973,0.0076285,0.0,pconc
mw10_2974,0.0082473,0.0,pconc
mw10_2975,0.0089039,0.0,pconc
mw10_2976,0.0095998,0.0,pconc
mw10_2977,0.010336,0.0,pconc
mw10_2978,0.011115,0.0,pconc
mw10_2979,0.011936,0.0,pconc
mw10_2980,0.012803,0.0,pconc
mw10_2981,0.013715,0.0,pconc
mw10_2982,0.014674,0.0,pconc
mw10_2983,0.015681,0.0,pconc
mw10_2984,0.016737,0.0,pconc
mw10_2985,0.017844,0.0,pconc
mw10_2986,0.019002,0.0,pconc
mw10_2987,0.020213,0.0,pconc
mw10_2988,0.021477,0.0,pconc
mw10_2989,0.022795,0.0,pconc
mw10_2990,0.024168,0.0,pconc
mw10_2991,0.025597,0.0,pconc
mw10_2992,0.027082,0.0,pconc
mw10_2993,0.028624,0.0,pconc
mw10_2994,0.030224,0.0,pconc
mw10_2995,0.031882,0.0,pconc
mw10_2996,0.033598,0.0,pconc
mw10_2997,0.035373,0.0,pconc
mw10_2998,0.037207,0.0,pconc
mw10_2999,0.039101,0.0,pconc
mw10_3000,0.041054,0.0,pconc
